資料序,季節,組別,date,Soil temperture,Soil  water content,ndvi,Relative humidity,Wind speed,Insolation,Temperature,Wind direction,Rainfall ,River flat area,PM10MAX,PM2.5,dustday
253,濕季,,2015/9/12,s7,s6,s4,s5,s3,s1,s6,s2,s5,s5,s3_50_75,45,0
254,濕季,,2015/9/13,s7,s5,s4,s1,s4,s7,s6,s3,s1,s5,s5_100_125,55,0
255,濕季,,2015/9/14,s7,s3,s4,s1,s4,s7,s6,s2,s1,s5,s2_25_50,52,0
256,濕季,,2015/9/15,s7,s3,s4,s1,s5,s7,s6,s3,s1,s5,s2_25_50,58,0
257,濕季,,2015/9/16,s7,s1,s4,s1,s5,s7,s6,s2,s1,s5,s2_25_50,35,0
258,濕季,,2015/9/17,s7,s6,s4,s1,s4,s2,s6,s3,s5,s5,s3_50_75,87,0
259,濕季,,2015/9/18,s7,s6,s4,s2,s3,s1,s6,s2,s5,s5,s3_50_75,45,0
260,濕季,,2015/9/19,s6,s7,s4,s1,s5,s1,s6,s2,s6,s5,s2_25_50,63,0
261,濕季,,2015/9/20,s7,s7,s4,s2,s3,s1,s6,s2,s5,s5,s3_50_75,70,0
262,濕季,,2015/9/21,s7,s7,s4,s3,s2,s2,s6,s1,s1,s5,s3_50_75,62,0
263,濕季,,2015/9/22,s7,s6,s4,s5,s1,s2,s6,s1,s3,s5,s3_50_75,56,0
264,濕季,,2015/9/23,s7,s5,s4,s3,s1,s7,s6,s1,s1,s5,s4_75_100,53,0
265,濕季,,2015/9/24,s7,s5,s4,s1,s1,s7,s6,s1,s1,s5,s5_100_125,50,0
266,濕季,,2015/9/25,s7,s4,s4,s1,s1,s7,s6,s1,s1,s5,s5_100_125,54,0
267,濕季,,2015/9/26,s7,s4,s4,s4,s5,s7,s6,s1,s3,s5,s4_75_100,46,0
268,濕季,,2015/9/27,s7,s6,s4,s5,s1,s2,s6,s2,s5,s5,s3_50_75,27,0
269,濕季,,2015/9/28,s7,s5,s4,s1,s2,s6,s6,s2,s1,s5,s3_50_75,17,0
270,濕季,,2015/9/29,s6,s7,s4,s6,s1,s1,s6,s2,s6,s5,s2_25_50,39,0
271,濕季,,2015/9/30,s4,s7,s4,s6,s1,s1,s6,s1,s5,s5,s2_25_50,49,0
272,濕季,,2015/10/1,s6,s7,s4,s4,s2,s1,s6,s2,s4,s5,s3_50_75,46,0
273,濕季,,2015/10/2,s4,s7,s4,s4,s5,s1,s5,s2,s5,s5,s1_below_25,49,0
274,濕季,,2015/10/3,s3,s7,s4,s5,s1,s1,s5,s2,s5,s5,s1_below_25,67,0
275,濕季,,2015/10/4,s3,s7,s4,s6,s1,s1,s5,s1,s5,s5,s2_25_50,64,0
276,濕季,,2015/10/5,s6,s7,s4,s4,s1,s1,s6,s1,s5,s5,s2_25_50,64,0
277,濕季,,2015/10/6,s7,s7,s4,s4,s1,s3,s6,s2,s4,s5,s2_25_50,66,0
278,濕季,,2015/10/7,s7,s7,s4,s4,s1,s2,s6,s1,s1,s5,s2_25_50,67,0
279,濕季,,2015/10/8,s7,s7,s4,s2,s1,s7,s6,s1,s1,s5,s2_25_50,63,0
280,濕季,,2015/10/9,s7,s7,s4,s1,s1,s2,s6,s1,s1,s5,s1_below_25,29,0
281,濕季,,2015/10/10,s7,s6,s4,s1,s4,s7,s6,s3,s1,s5,s1_below_25,39,0
282,濕季,,2015/10/11,s4,s7,s4,s6,s1,s1,s6,s1,s6,s5,s2_25_50,44,0
283,濕季,,2015/10/12,s6,s7,s4,s2,s5,s7,s6,s1,s1,s5,s2_25_50,42,0
284,濕季,,2015/10/13,s6,s7,s4,s1,s4,s7,s6,s1,s1,s5,s3_50_75,54,0
285,濕季,,2015/10/14,s6,s6,s4,s1,s5,s7,s6,s1,s1,s5,s5_100_125,46,0
286,濕季,,2015/10/15,s6,s6,s4,s1,s1,s7,s6,s4,s1,s5,s4_75_100,34,0
287,濕季,,2015/10/16,s6,s6,s4,s1,s4,s7,s6,s1,s1,s5,s4_75_100,44,0
288,濕季,,2015/10/17,s6,s6,s4,s1,s1,s7,s6,s1,s1,s5,s4_75_100,34,0
289,濕季,,2015/10/18,s7,s6,s4,s1,s1,s7,s6,s4,s1,s5,s4_75_100,45,0
290,濕季,,2015/10/19,s7,s5,s4,s1,s2,s7,s6,s1,s1,s5,s4_75_100,34,0
291,濕季,,2015/10/20,s7,s5,s4,s3,s5,s7,s6,s1,s1,s5,s3_50_75,107,0
292,濕季,,2015/10/21,s6,s5,s4,s1,s5,s7,s6,s1,s1,s5,s5_100_125,78,0
293,濕季,,2015/10/22,s6,s4,s4,s1,s3,s7,s6,s1,s1,s5,s4_75_100,34,0
294,濕季,,2015/10/23,s6,s4,s4,s1,s1,s7,s6,s2,s1,s5,s5_100_125,31,0
295,濕季,,2015/10/24,s6,s4,s4,s1,s1,s2,s6,s2,s1,s5,s4_75_100,35,0
296,濕季,,2015/10/25,s7,s4,s4,s1,s2,s7,s6,s1,s1,s5,s4_75_100,62,0
297,濕季,,2015/10/26,s7,s3,s4,s1,s1,s7,s6,s1,s1,s5,s3_50_75,87,0
298,濕季,,2015/10/27,s7,s3,s4,s2,s1,s2,s6,s1,s1,s5,s4_75_100,88,0
299,濕季,,2015/10/28,s7,s3,s4,s1,s2,s7,s6,s1,s1,s5,s5_100_125,186,0
300,濕季,,2015/10/29,s7,s2,s4,s1,s5,s5,s6,s1,s1,s5,s4_75_100,115,0
301,濕季,,2015/10/30,s5,s7,s4,s6,s5,s1,s6,s1,s6,s5,s3_50_75,54,0
302,濕季,,2015/10/31,s6,s7,s4,s5,s5,s1,s6,s3,s6,s5,s4_75_100,20,0
303,乾季,,2015/11/1,s7,s7,s4,s4,s2,s2,s6,s4,s1,s7,s4_75_100,37,0
304,乾季,,2015/11/2,s7,s7,s2,s4,s1,s7,s6,s1,s1,s7,s3_50_75,26,0
305,乾季,,2015/11/3,s7,s6,s2,s5,s4,s7,s6,s1,s1,s7,s3_50_75,20,0
306,乾季,,2015/11/4,s7,s6,s2,s5,s1,s7,s6,s1,s1,s7,s4_75_100,83,0
307,乾季,,2015/11/5,s7,s6,s2,s5,s1,s7,s6,s4,s1,s7,s4_75_100,92,0
308,乾季,,2015/11/6,s7,s6,s2,s5,s1,s7,s6,s2,s1,s7,s4_75_100,65,0
309,乾季,,2015/11/7,s7,s6,s2,s5,s1,s5,s6,s1,s1,s7,s4_75_100,73,0
310,乾季,,2015/11/8,s6,s5,s2,s5,s1,s7,s6,s1,s1,s7,s5_100_125,109,0
311,乾季,,2015/11/9,s5,s6,s2,s4,s1,s1,s6,s3,s4,s7,s4_75_100,75,0
312,乾季,,2015/11/10,s5,s7,s2,s6,s5,s2,s5,s1,s5,s7,s2_25_50,34,0
313,乾季,,2015/11/11,s4,s6,s2,s1,s5,s2,s4,s1,s2,s7,s3_50_75,46,0
314,乾季,,2015/11/12,s1,s6,s2,s1,s5,s1,s2,s1,s1,s7,s5_100_125,77,0
315,乾季,,2015/11/13,s3,s6,s2,s1,s4,s2,s3,s1,s1,s7,s4_75_100,104,0
316,乾季,,2015/11/14,s3,s5,s2,s1,s5,s7,s3,s1,s1,s7,s4_75_100,51,0
317,乾季,,2015/11/15,s3,s5,s2,s1,s5,s7,s2,s1,s1,s7,s4_75_100,85,0
318,乾季,,2015/11/16,s3,s5,s2,s1,s5,s7,s3,s1,s1,s7,s5_100_125,74,0
319,乾季,,2015/11/17,s4,s4,s2,s1,s5,s7,s4,s1,s1,s7,s5_100_125,65,0
320,乾季,,2015/11/18,s4,s4,s2,s1,s5,s7,s4,s1,s1,s7,s4_75_100,62,0
321,乾季,,2015/11/19,s5,s3,s2,s1,s5,s7,s4,s1,s1,s7,s4_75_100,42,0
322,乾季,,2015/11/20,s6,s3,s2,s2,s1,s3,s5,s1,s1,s7,s4_75_100,56,0
323,乾季,,2015/11/21,s7,s3,s2,s4,s1,s1,s6,s1,s1,s7,s6_125_up,77,0
324,乾季,,2015/11/22,s6,s3,s2,s5,s3,s1,s5,s1,s1,s7,s4_75_100,54,0
325,乾季,,2015/11/23,s5,s3,s2,s4,s4,s1,s5,s1,s1,s7,s3_50_75,34,0
326,乾季,,2015/11/24,s6,s3,s2,s5,s5,s2,s5,s1,s1,s7,s3_50_75,20,0
327,乾季,,2015/11/25,s6,s1,s2,s5,s5,s7,s5,s1,s1,s7,s3_50_75,25,0
328,乾季,,2015/11/26,s6,s1,s2,s4,s4,s7,s5,s1,s1,s7,s5_100_125,26,0
329,乾季,,2015/11/27,s6,s1,s2,s5,s1,s2,s5,s1,s1,s7,s6_125_up,36,1
330,乾季,,2015/11/28,s6,s1,s2,s5,s1,s7,s5,s4,s1,s7,s6_125_up,78,0
331,乾季,,2015/11/29,s6,s1,s2,s5,s1,s7,s5,s4,s1,s7,s6_125_up,53,0
332,乾季,,2015/11/30,s6,s1,s2,s4,s1,s2,s5,s1,s1,s7,s6_125_up,49,1
333,乾季,,2015/12/1,s5,s1,s2,s1,s5,s7,s5,s4,s1,s7,s5_100_125,42,0
334,乾季,,2015/12/2,s4,s1,s2,s4,s5,s7,s3,s1,s1,s7,s2_25_50,52,0
335,乾季,,2015/12/3,s3,s1,s2,s5,s4,s1,s2,s1,s1,s7,s5_100_125,41,0
336,乾季,,2015/12/4,s1,s1,s2,s4,s5,s7,s1,s1,s1,s7,s3_50_75,35,0
337,乾季,,2015/12/5,s4,s1,s2,s3,s5,s7,s3,s1,s1,s7,s4_75_100,61,0
338,乾季,,2015/12/6,s6,s1,s2,s4,s1,s2,s5,s1,s1,s7,s5_100_125,15,0
339,乾季,,2015/12/7,s6,s1,s2,s5,s1,s7,s5,s4,s1,s7,s5_100_125,20,0
340,乾季,,2015/12/8,s6,s1,s2,s5,s1,s5,s6,s1,s1,s7,s5_100_125,23,0
341,乾季,,2015/12/9,s6,s1,s2,s4,s1,s7,s6,s2,s1,s7,s5_100_125,74,0
342,乾季,,2015/12/10,s6,s1,s2,s5,s1,s7,s5,s1,s1,s7,s5_100_125,26,0
343,乾季,,2015/12/11,s4,s1,s2,s4,s5,s7,s5,s1,s1,s7,s4_75_100,47,0
344,乾季,,2015/12/12,s3,s1,s2,s2,s5,s7,s2,s1,s1,s7,s3_50_75,49,0
345,乾季,,2015/12/13,s5,s1,s2,s4,s4,s3,s3,s1,s1,s7,s4_75_100,65,0
346,乾季,,2015/12/14,s6,s1,s2,s5,s1,s2,s5,s4,s1,s7,s5_100_125,36,0
347,乾季,,2015/12/15,s6,s1,s2,s5,s1,s1,s4,s4,s1,s7,s6_125_up,72,1
348,乾季,,2015/12/16,s4,s1,s2,s4,s2,s7,s5,s1,s1,s7,s4_75_100,88,0
349,乾季,,2015/12/17,s6,s1,s2,s1,s1,s7,s5,s1,s1,s7,s6_125_up,38,1
350,乾季,,2015/12/18,s6,s1,s2,s1,s1,s7,s5,s1,s1,s7,s5_100_125,19,0
351,乾季,,2015/12/19,s7,s1,s2,s1,s1,s7,s6,s1,s1,s7,s5_100_125,53,0
352,乾季,,2015/12/20,s6,s1,s2,s2,s1,s7,s6,s2,s1,s7,s5_100_125,86,0
353,乾季,,2015/12/21,s6,s1,s2,s4,s4,s7,s5,s1,s1,s7,s5_100_125,45,0
354,乾季,,2015/12/22,s6,s1,s2,s1,s1,s7,s4,s1,s1,s7,s5_100_125,60,0
355,乾季,,2015/12/23,s6,s1,s2,s5,s1,s1,s3,s1,s1,s7,s5_100_125,48,0
356,乾季,,2015/12/24,s6,s1,s2,s4,s1,s7,s4,s1,s1,s7,s5_100_125,92,0
357,乾季,,2015/12/25,s4,s1,s2,s4,s5,s7,s3,s1,s1,s7,s3_50_75,35,0
358,乾季,,2015/12/26,s3,s1,s2,s2,s5,s7,s2,s1,s1,s7,s3_50_75,88,0
359,乾季,,2015/12/27,s1,s1,s2,s1,s5,s7,s1,s1,s1,s7,s4_75_100,80,0
360,乾季,,2015/12/28,s1,s1,s2,s1,s1,s7,s1,s1,s1,s7,s6_125_up,26,1
361,乾季,,2015/12/29,s1,s1,s2,s1,s4,s7,s2,s1,s1,s7,s4_75_100,51,0
362,乾季,,2015/12/30,s2,s1,s2,s2,s5,s7,s2,s1,s1,s7,s3_50_75,49,0
363,乾季,,2015/12/31,s3,s1,s2,s2,s2,s7,s2,s1,s1,s7,s4_75_100,54,0
364,乾季,,2016/1/1,s1,s1,s2,s5,s4,s7,s2,s1,s1,s7,s5_100_125,77,0
365,乾季,,2016/1/2,s1,s1,s2,s1,s5,s2,s1,s1,s1,s7,s4_75_100,78,0
366,乾季,,2016/1/3,s1,s1,s2,s5,s5,s2,s1,s1,s1,s7,s4_75_100,50,0
367,乾季,,2016/1/4,s3,s1,s2,s5,s2,s2,s1,s1,s1,s7,s5_100_125,65,0
368,乾季,,2016/1/5,s1,s1,s2,s6,s5,s1,s1,s1,s3,s7,s2_25_50,72,0
369,乾季,,2016/1/6,s1,s1,s2,s3,s5,s2,s1,s1,s1,s7,s2_25_50,36,0
370,乾季,,2016/1/7,s1,s1,s2,s2,s5,s7,s1,s1,s1,s7,s4_75_100,65,0
371,乾季,,2016/1/8,s1,s1,s2,s5,s1,s1,s1,s1,s3,s7,s6_125_up,43,0
372,乾季,,2016/1/9,s1,s5,s2,s5,s5,s2,s1,s1,s5,s7,s3_50_75,66,0
373,乾季,,2016/1/10,s1,s4,s2,s2,s5,s7,s1,s1,s1,s7,s3_50_75,67,0
374,乾季,,2016/1/11,s1,s3,s2,s5,s4,s7,s1,s1,s1,s7,s4_75_100,51,0
375,乾季,,2016/1/12,s1,s1,s2,s2,s1,s7,s1,s1,s1,s7,s5_100_125,19,0
376,乾季,,2016/1/13,s1,s1,s2,s5,s5,s7,s1,s1,s1,s7,s3_50_75,28,0
377,乾季,,2016/1/14,s1,s1,s2,s5,s5,s2,s1,s1,s1,s7,s4_75_100,48,0
378,乾季,,2016/1/15,s1,s1,s2,s1,s5,s7,s1,s1,s1,s7,s5_100_125,53,0
379,乾季,,2016/1/16,s1,s1,s2,s1,s5,s2,s1,s1,s1,s7,s2_25_50,52,0
380,乾季,,2016/1/17,s1,s1,s2,s1,s1,s7,s1,s1,s1,s7,s5_100_125,66,0
381,乾季,,2016/1/18,s1,s1,s2,s2,s1,s1,s1,s1,s1,s7,s6_125_up,37,1
382,乾季,,2016/1/19,s1,s1,s2,s6,s4,s1,s1,s1,s1,s7,s4_75_100,48,0
383,乾季,,2016/1/20,s1,s1,s2,s6,s1,s7,s1,s1,s1,s7,s6_125_up,34,1
384,乾季,,2016/1/21,s3,s1,s2,s4,s1,s7,s2,s1,s1,s7,s4_75_100,45,0
385,乾季,,2016/1/22,s1,s1,s2,s6,s2,s1,s1,s4,s1,s7,s6_125_up,34,0
386,乾季,,2016/1/23,s1,s1,s2,s6,s5,s1,s1,s1,s3,s7,s3_50_75,42,0
387,乾季,,2016/1/24,s1,s1,s2,s6,s5,s1,s1,s1,s1,s7,s6_125_up,29,0
388,乾季,,2016/1/25,s1,s2,s2,s6,s5,s1,s1,s1,s4,s7,s5_100_125,29,0
389,乾季,,2016/1/26,s1,s1,s2,s2,s5,s7,s1,s1,s1,s7,s3_50_75,32,0
390,乾季,,2016/1/27,s1,s1,s2,s1,s5,s7,s1,s1,s1,s7,s4_75_100,45,0
391,乾季,,2016/1/28,s1,s1,s2,s5,s5,s2,s1,s1,s1,s7,s3_50_75,42,0
392,乾季,,2016/1/29,s1,s1,s2,s3,s5,s7,s1,s1,s1,s7,s4_75_100,35,0
393,乾季,,2016/1/30,s1,s1,s3,s4,s5,s7,s1,s1,s1,s7,s6_125_up,26,0
394,乾季,,2016/1/31,s1,s1,s3,s6,s3,s1,s1,s1,s1,s7,s5_100_125,61,0
395,乾季,,2016/2/1,s1,s7,s3,s6,s1,s1,s1,s1,s6,s7,s3_50_75,41,0
396,乾季,,2016/2/2,s1,s5,s3,s6,s1,s2,s1,s1,s3,s7,s4_75_100,26,0
397,乾季,,2016/2/3,s1,s4,s3,s6,s1,s1,s1,s1,s1,s7,s4_75_100,40,0
398,乾季,,2016/2/4,s1,s6,s3,s6,s5,s2,s1,s1,s5,s7,s3_50_75,39,0
399,乾季,,2016/2/5,s1,s5,s3,s5,s5,s7,s1,s1,s1,s7,s3_50_75,38,0
400,乾季,,2016/2/6,s1,s5,s3,s6,s5,s2,s1,s1,s3,s7,s3_50_75,100,0
401,乾季,,2016/2/7,s1,s4,s3,s4,s5,s7,s1,s1,s1,s7,s5_100_125,70,0
402,乾季,,2016/2/8,s1,s4,s3,s5,s4,s1,s1,s1,s1,s7,s5_100_125,37,0
403,乾季,,2016/2/9,s1,s7,s3,s6,s5,s1,s1,s1,s6,s7,s4_75_100,56,0
404,乾季,,2016/2/10,s1,s6,s3,s5,s5,s7,s1,s1,s3,s7,s2_25_50,52,0
405,乾季,,2016/2/11,s1,s6,s3,s6,s5,s1,s1,s1,s1,s7,s2_25_50,64,0
406,乾季,,2016/2/12,s1,s5,s3,s5,s5,s7,s1,s1,s1,s7,s4_75_100,29,0
407,乾季,,2016/2/13,s1,s6,s3,s6,s2,s1,s1,s1,s4,s7,s4_75_100,21,0
408,乾季,,2016/2/14,s1,s6,s3,s5,s4,s3,s1,s1,s1,s7,s4_75_100,26,0
409,乾季,,2016/2/15,s1,s7,s3,s6,s4,s1,s1,s1,s6,s7,s4_75_100,39,0
410,乾季,,2016/2/16,s1,s6,s3,s1,s5,s7,s1,s1,s1,s7,s3_50_75,38,0
411,乾季,,2016/2/17,s1,s6,s3,s5,s5,s2,s1,s1,s1,s7,s3_50_75,46,0
412,乾季,,2016/2/18,s1,s6,s3,s5,s5,s2,s1,s1,s1,s7,s3_50_75,53,0
413,乾季,,2016/2/19,s1,s6,s3,s6,s5,s2,s1,s1,s4,s7,s3_50_75,55,0
414,乾季,,2016/2/20,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s3_50_75,71,0
415,乾季,,2016/2/21,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s2_25_50,94,0
416,乾季,,2016/2/22,s1,s6,s3,s1,s5,s1,s1,s1,s4,s7,s3_50_75,100,0
417,乾季,,2016/2/23,s1,s6,s3,s1,s5,s7,s1,s1,s1,s7,s3_50_75,61,0
418,乾季,,2016/2/24,s1,s5,s3,s1,s4,s7,s1,s1,s1,s7,s3_50_75,27,0
419,乾季,,2016/2/25,s1,s5,s3,s5,s1,s1,s1,s1,s1,s7,s4_75_100,39,0
420,乾季,,2016/2/26,s1,s6,s3,s6,s4,s1,s1,s4,s4,s7,s3_50_75,49,0
421,乾季,,2016/2/27,s1,s7,s3,s6,s5,s1,s1,s1,s6,s7,s3_50_75,44,0
422,乾季,,2016/2/28,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s2_25_50,55,0
423,乾季,,2016/2/29,s1,s7,s3,s5,s5,s7,s1,s1,s1,s7,s5_100_125,71,0
424,乾季,,2016/3/1,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s3_50_75,55,0
425,乾季,,2016/3/2,s1,s7,s3,s6,s5,s1,s1,s1,s4,s7,s2_25_50,63,0
426,乾季,,2016/3/3,s1,s7,s3,s6,s5,s1,s1,s1,s1,s7,s3_50_75,76,0
427,乾季,,2016/3/4,s1,s6,s3,s6,s5,s1,s1,s1,s1,s7,s3_50_75,49,0
428,乾季,,2016/3/5,s1,s6,s3,s6,s5,s1,s1,s1,s1,s7,s2_25_50,69,0
429,乾季,,2016/3/6,s1,s6,s3,s1,s5,s7,s1,s1,s1,s7,s6_125_up,71,0
430,乾季,,2016/3/7,s1,s5,s3,s1,s5,s7,s1,s1,s1,s7,s5_100_125,60,0
431,乾季,,2016/3/8,s1,s5,s3,s1,s5,s7,s1,s1,s1,s7,s3_50_75,80,0
432,乾季,,2016/3/9,s1,s5,s3,s1,s1,s7,s1,s2,s1,s7,s4_75_100,37,0
433,乾季,,2016/3/10,s1,s4,s3,s1,s1,s2,s1,s4,s1,s7,s4_75_100,13,0
434,乾季,,2016/3/11,s1,s6,s3,s4,s4,s1,s1,s1,s4,s7,s4_75_100,23,0
435,乾季,,2016/3/12,s1,s5,s3,s1,s3,s7,s3,s2,s1,s7,s3_50_75,28,0
436,乾季,,2016/3/13,s1,s5,s3,s1,s5,s7,s5,s2,s1,s7,s2_25_50,54,0
437,乾季,,2016/3/14,s1,s4,s3,s5,s5,s2,s1,s1,s1,s7,s2_25_50,28,0
438,乾季,,2016/3/15,s1,s5,s3,s5,s5,s2,s1,s1,s1,s7,s3_50_75,26,0
439,乾季,,2016/3/16,s1,s4,s3,s3,s4,s1,s1,s1,s1,s7,s3_50_75,34,0
440,乾季,,2016/3/17,s1,s6,s3,s5,s1,s1,s1,s1,s1,s7,s3_50_75,79,0
441,乾季,,2016/3/18,s1,s5,s3,s6,s1,s2,s1,s1,s3,s7,s4_75_100,116,0
442,乾季,,2016/3/19,s1,s5,s3,s6,s4,s1,s1,s1,s1,s7,s4_75_100,44,0
443,乾季,,2016/3/20,s1,s4,s3,s2,s5,s1,s1,s1,s1,s7,s5_100_125,75,0
444,乾季,,2016/3/21,s1,s4,s3,s1,s1,s1,s1,s1,s1,s7,s6_125_up,73,0
445,乾季,,2016/3/22,s1,s3,s3,s6,s3,s1,s1,s1,s1,s7,s6_125_up,53,0
446,乾季,,2016/3/23,s1,s3,s3,s6,s5,s1,s1,s1,s1,s7,s4_75_100,46,0
447,乾季,,2016/3/24,s1,s3,s3,s5,s5,s1,s1,s1,s1,s7,s3_50_75,24,0
448,乾季,,2016/3/25,s1,s3,s3,s6,s5,s1,s1,s1,s1,s7,s3_50_75,26,0
449,乾季,,2016/3/26,s1,s3,s3,s6,s4,s1,s1,s1,s1,s7,s3_50_75,50,0
450,乾季,,2016/3/27,s1,s3,s3,s6,s5,s1,s1,s1,s1,s7,s3_50_75,45,0
451,乾季,,2016/3/28,s1,s1,s3,s4,s5,s7,s1,s1,s1,s7,s4_75_100,48,0
452,乾季,,2016/3/29,s1,s1,s3,s1,s4,s7,s1,s1,s1,s7,s5_100_125,51,0
453,乾季,,2016/3/30,s1,s1,s3,s1,s1,s7,s1,s4,s1,s7,s5_100_125,67,0
454,乾季,,2016/3/31,s1,s1,s3,s1,s1,s7,s1,s1,s1,s7,s6_125_up,92,0
455,乾季,,2016/4/1,s3,s1,s3,s1,s4,s2,s1,s1,s1,s7,s4_75_100,134,0
456,乾季,,2016/4/2,s3,s1,s3,s1,s4,s7,s2,s4,s1,s7,s5_100_125,122,0
457,乾季,,2016/4/3,s1,s1,s3,s3,s3,s7,s1,s1,s1,s7,s5_100_125,73,0
458,乾季,,2016/4/4,s3,s1,s3,s5,s1,s7,s1,s4,s1,s7,s4_75_100,60,0
459,乾季,,2016/4/5,s1,s7,s3,s5,s2,s1,s2,s3,s1,s7,s5_100_125,63,0
460,乾季,,2016/4/6,s1,s7,s3,s6,s5,s1,s1,s1,s6,s7,s4_75_100,50,0
461,乾季,,2016/4/7,s1,s7,s3,s6,s5,s1,s1,s1,s6,s7,s1_below_25,35,0
462,乾季,,2016/4/8,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s2_25_50,55,0
463,乾季,,2016/4/9,s1,s7,s3,s6,s1,s1,s1,s1,s5,s7,s2_25_50,62,0
464,乾季,,2016/4/10,s1,s7,s3,s6,s4,s1,s1,s1,s6,s7,s3_50_75,53,0
465,乾季,,2016/4/11,s1,s7,s3,s6,s5,s1,s1,s1,s4,s7,s2_25_50,41,0
466,乾季,,2016/4/12,s1,s7,s3,s6,s1,s1,s1,s1,s4,s7,s2_25_50,51,0
467,乾季,,2016/4/13,s1,s7,s3,s6,s2,s1,s1,s1,s4,s7,s2_25_50,36,0
468,乾季,,2016/4/14,s3,s7,s3,s6,s1,s1,s1,s1,s1,s7,s5_100_125,39,0
469,乾季,,2016/4/15,s1,s7,s3,s6,s1,s2,s2,s1,s6,s7,s6_125_up,45,0
470,乾季,,2016/4/16,s1,s7,s3,s6,s1,s2,s2,s4,s4,s7,s3_50_75,43,0
471,乾季,,2016/4/17,s1,s7,s3,s6,s4,s1,s1,s1,s3,s7,s5_100_125,38,0
472,乾季,,2016/4/18,s1,s7,s3,s6,s5,s1,s1,s1,s4,s7,s5_100_125,33,0
473,乾季,,2016/4/19,s1,s7,s3,s6,s2,s1,s1,s4,s5,s7,s4_75_100,37,0
474,乾季,,2016/4/20,s1,s7,s3,s6,s4,s1,s1,s1,s6,s7,s3_50_75,55,0
475,乾季,,2016/4/21,s1,s7,s3,s6,s5,s1,s1,s1,s4,s7,s2_25_50,60,0
476,乾季,,2016/4/22,s1,s7,s3,s6,s5,s1,s1,s1,s5,s7,s2_25_50,33,0
477,乾季,,2016/4/23,s1,s7,s3,s1,s5,s7,s1,s1,s1,s7,s4_75_100,31,0
478,乾季,,2016/4/24,s1,s6,s3,s1,s5,s7,s1,s1,s1,s7,s4_75_100,30,0
479,乾季,,2016/4/25,s1,s6,s3,s1,s5,s7,s1,s1,s1,s7,s5_100_125,52,0
480,乾季,,2016/4/26,s1,s6,s3,s1,s1,s2,s1,s1,s1,s7,s5_100_125,63,0
481,乾季,,2016/4/27,s1,s6,s3,s1,s1,s7,s1,s1,s1,s7,s5_100_125,23,0
482,乾季,,2016/4/28,s3,s6,s3,s5,s1,s2,s2,s4,s1,s7,s6_125_up,39,0
483,乾季,,2016/4/29,s3,s6,s3,s6,s1,s2,s1,s1,s1,s7,s6_125_up,85,1
484,乾季,,2016/4/30,s4,s6,s3,s5,s1,s2,s3,s1,s1,s7,s6_125_up,83,0
485,濕季,,2016/5/1,s3,s6,s3,s5,s4,s2,s5,s3,s1,s6,s4_75_100,35,0
486,濕季,,2016/5/2,s4,s6,s3,s5,s1,s1,s4,s1,s1,s6,s4_75_100,29,0
487,濕季,,2016/5/3,s6,s5,s3,s6,s1,s2,s3,s1,s1,s6,s4_75_100,26,0
488,濕季,,2016/5/4,s6,s5,s3,s2,s4,s7,s5,s3,s1,s6,s4_75_100,33,0
489,濕季,,2016/5/5,s5,s5,s3,s4,s5,s7,s6,s2,s1,s6,s3_50_75,36,0
490,濕季,,2016/5/6,s4,s5,s3,s6,s2,s2,s5,s2,s1,s6,s4_75_100,18,0
491,濕季,,2016/5/7,s4,s7,s3,s5,s1,s2,s5,s1,s1,s6,s5_100_125,25,0
492,濕季,,2016/5/8,s1,s7,s3,s5,s3,s1,s4,s2,s6,s6,s4_75_100,39,0
493,濕季,,2016/5/9,s3,s7,s3,s6,s3,s1,s1,s1,s5,s6,s3_50_75,32,0
494,濕季,,2016/5/10,s1,s7,s3,s6,s1,s2,s2,s1,s5,s6,s4_75_100,24,0
495,濕季,,2016/5/11,s3,s7,s3,s5,s4,s1,s3,s2,s6,s6,s2_25_50,54,0
496,濕季,,2016/5/12,s3,s7,s3,s6,s1,s1,s4,s1,s5,s6,s3_50_75,56,0
497,濕季,,2016/5/13,s5,s7,s3,s6,s1,s1,s2,s1,s5,s6,s3_50_75,62,0
498,濕季,,2016/5/14,s1,s7,s3,s5,s1,s2,s6,s1,s1,s6,s3_50_75,63,0
499,濕季,,2016/5/15,s3,s7,s3,s6,s5,s1,s1,s1,s5,s6,s3_50_75,45,0
500,濕季,,2016/5/16,s5,s7,s3,s6,s4,s7,s1,s1,s1,s6,s4_75_100,24,0
501,濕季,,2016/5/17,s6,s6,s3,s6,s1,s2,s3,s1,s1,s6,s4_75_100,35,0
502,濕季,,2016/5/18,s6,s6,s3,s5,s5,s5,s6,s3,s1,s6,s4_75_100,43,0
503,濕季,,2016/5/19,s7,s6,s3,s1,s4,s7,s6,s2,s1,s6,s3_50_75,56,0
504,濕季,,2016/5/20,s4,s7,s3,s1,s2,s2,s6,s2,s1,s6,s3_50_75,55,0
